epoch,step,train/c4_total_loss_epoch,train/c4_total_loss_step,train/f_prediction_alignment_mse_epoch,train/f_prediction_alignment_mse_step,train/goal_task_fraction_epoch,train/goal_task_fraction_step,train/loss_epoch,train/loss_step,train/predicted_goal_loss_epoch,train/predicted_goal_loss_step,train/predicted_prediction_mean_epoch,train/predicted_prediction_mean_step,train/predicted_vector_loss_epoch,train/predicted_vector_loss_step,train/random_task_fraction_epoch,train/random_task_fraction_step,train/real_goal_loss_epoch,train/real_goal_loss_step,train/real_prediction_mean_epoch,train/real_prediction_mean_step,train/real_vector_loss_epoch,train/real_vector_loss_step,train/td_pairs_epoch,train/td_pairs_step,train/td_target_mean_epoch,train/td_target_mean_step,train/terminal_fraction_epoch,train/terminal_fraction_step,validation/c4_total_loss,validation/f_prediction_alignment_mse,validation/goal_task_fraction,validation/loss,validation/predicted_goal_loss,validation/predicted_prediction_mean,validation/predicted_vector_loss,validation/random_task_fraction,validation/real_goal_loss,validation/real_prediction_mean,validation/real_vector_loss,validation/td_pairs,validation/td_target_mean,validation/terminal_fraction
0,649,,8377.1806640625,,0.004597686231136322,,0.4609375,,8377.1806640625,,8003.58984375,,0.0498046875,,368.4244384765625,,0.5390625,,8014.4814453125,,0.0498046875,,367.8648681640625,,256.0,,0.02372650057077408,,0.0,,,,,,,,,,,,,,
0,699,,6807.70458984375,,0.004869253374636173,,0.4609375,,6807.70458984375,,6343.34619140625,,0.07177734375,,454.40020751953125,,0.5390625,,6364.51904296875,,0.07177734375,,453.1433410644531,,256.0,,0.03179889917373657,,0.00390625,,,,,,,,,,,,,,
0,749,,5673.693359375,,0.004926656372845173,,0.59375,,5673.693359375,,5207.87060546875,,0.07275390625,,467.8311462402344,,0.40625,,5204.90771484375,,0.07275390625,,466.77740478515625,,256.0,,0.033272579312324524,,0.0078125,,,,,,,,,,,,,,
0,799,,4817.2314453125,,0.004544622264802456,,0.515625,,4817.2314453125,,4360.2109375,,0.06884765625,,468.63128662109375,,0.484375,,4335.5078125,,0.0693359375,,470.1131896972656,,256.0,,0.03725948929786682,,0.0,,,,,,,,,,,,,,
0,849,,5358.4521484375,,0.004977788310497999,,0.5390625,,5358.4521484375,,4913.4208984375,,0.07666015625,,468.6561279296875,,0.4609375,,4867.18212890625,,0.076171875,,467.6456604003906,,256.0,,0.051135700196027756,,0.00390625,,,,,,,,,,,,,,
0,899,,3587.171630859375,,0.00509136077016592,,0.44921875,,3587.171630859375,,3161.603759765625,,0.0849609375,,406.641845703125,,0.55078125,,3198.98974609375,,0.0849609375,,407.10784912109375,,256.0,,0.05167166888713837,,0.01171875,,,,,,,,,,,,,,
0,949,,3085.97021484375,,0.004919971339404583,,0.54296875,,3085.97021484375,,2703.98974609375,,0.0927734375,,365.7244873046875,,0.45703125,,2736.059326171875,,0.09326171875,,366.16680908203125,,256.0,,0.059441499412059784,,0.00390625,,,,,,,,,,,,,,
0,999,,2921.325927734375,,0.004708897788077593,,0.48828125,,2921.325927734375,,2576.384521484375,,0.1015625,,343.443115234375,,0.51171875,,2580.009521484375,,0.10205078125,,342.8146667480469,,256.0,,0.07959192991256714,,0.0078125,,,,,,,,,,,,,,
0,1049,,2261.47412109375,,0.004743844270706177,,0.50390625,,2261.47412109375,,1971.21337890625,,0.1279296875,,290.6926574707031,,0.49609375,,1970.8873291015625,,0.1279296875,,290.154541015625,,256.0,,0.0792304277420044,,0.0,,,,,,,,,,,,,,
0,1099,,3286.695068359375,,0.004618546925485134,,0.48046875,,3286.695068359375,,3003.9384765625,,0.1376953125,,299.505615234375,,0.51953125,,2975.221923828125,,0.13671875,,294.72406005859375,,256.0,,0.0917431116104126,,0.01171875,,,,,,,,,,,,,,
0,1149,,2983.0341796875,,0.005171181168407202,,0.5,,2983.0341796875,,2741.26806640625,,0.169921875,,301.3096923828125,,0.5,,2623.38623046875,,0.169921875,,300.1044921875,,256.0,,0.12680001556873322,,0.01171875,,,,,,,,,,,,,,
0,1199,,3030.92919921875,,0.0050021326169371605,,0.49609375,,3030.92919921875,,2760.268798828125,,0.19140625,,289.5965576171875,,0.50390625,,2722.064453125,,0.1923828125,,289.92901611328125,,256.0,,0.1252463161945343,,0.0,,,,,,,,,,,,,,
0,1249,,2117.273681640625,,0.004395435564219952,,0.48046875,,2117.273681640625,,1827.925537109375,,0.1943359375,,289.0445556640625,,0.51953125,,1830.907470703125,,0.1943359375,,286.66973876953125,,256.0,,0.12251900136470795,,0.0,,,,,,,,,,,,,,
0,1299,,3132.400146484375,,0.004688045009970665,,0.51953125,,3132.400146484375,,2824.876220703125,,0.169921875,,315.15869140625,,0.48046875,,2809.4501953125,,0.169921875,,315.3152160644531,,256.0,,0.12864241003990173,,0.0078125,,,,,,,,,,,,,,
0,1349,,4970.005859375,,0.004829094745218754,,0.49609375,,4970.005859375,,4616.40087890625,,0.21484375,,328.973388671875,,0.50390625,,4665.7861328125,,0.212890625,,328.85198974609375,,256.0,,0.1369362622499466,,0.00390625,,,,,,,,,,,,,,
0,1399,,3858.668212890625,,0.004737549927085638,,0.52734375,,3858.668212890625,,3553.25537109375,,0.21875,,321.2310791015625,,0.47265625,,3523.305419921875,,0.2197265625,,319.5447998046875,,256.0,,0.16431373357772827,,0.00390625,,,,,,,,,,,,,,
0,1449,,3141.41552734375,,0.00457645021378994,,0.4921875,,3141.41552734375,,2794.9072265625,,0.1669921875,,320.8645935058594,,0.5078125,,2849.284423828125,,0.16796875,,317.77490234375,,256.0,,0.1503380835056305,,0.0,,,,,,,,,,,,,,
0,1499,,2825.02587890625,,0.004284536466002464,,0.53125,,2825.02587890625,,2508.33447265625,,0.2373046875,,328.6658935546875,,0.46875,,2488.346923828125,,0.2373046875,,324.7040100097656,,256.0,,0.16073647141456604,,0.0,,,,,,,,,,,,,,
0,1549,,3331.981689453125,,0.004876207560300827,,0.4921875,,3331.981689453125,,2923.739990234375,,0.2353515625,,394.67169189453125,,0.5078125,,2949.55126953125,,0.2353515625,,396.00054931640625,,256.0,,0.18530705571174622,,0.0,,,,,,,,,,,,,,
0,1599,,3469.9892578125,,0.004805746953934431,,0.49609375,,3469.9892578125,,3066.33935546875,,0.21875,,400.75897216796875,,0.50390625,,3068.72265625,,0.2197265625,,404.1575927734375,,256.0,,0.18233558535575867,,0.0078125,,,,,,,,,,,,,,
0,1649,,5164.1259765625,,0.004871813580393791,,0.5625,,5164.1259765625,,4718.095703125,,0.255859375,,448.62744140625,,0.4375,,4716.84375,,0.255859375,,444.68438720703125,,256.0,,0.21411661803722382,,0.0078125,,,,,,,,,,,,,,
0,1699,,4121.2939453125,,0.004641575273126364,,0.51953125,,4121.2939453125,,3726.916015625,,0.26171875,,423.357421875,,0.48046875,,3669.136474609375,,0.263671875,,423.177734375,,256.0,,0.23330643773078918,,0.00390625,,,,,,,,,,,,,,
0,1749,,7500.443359375,,0.004697798751294613,,0.4921875,,7500.443359375,,7050.4453125,,0.302734375,,481.1889953613281,,0.5078125,,6987.984375,,0.302734375,,481.2680358886719,,256.0,,0.2439393401145935,,0.0078125,,,,,,,,,,,,,,
0,1799,,4429.49609375,,0.0046258894726634026,,0.45703125,,4429.49609375,,4017.000732421875,,0.318359375,,473.5250244140625,,0.54296875,,3894.78857421875,,0.31640625,,473.67803955078125,,256.0,,0.24647235870361328,,0.00390625,,,,,,,,,,,,,,
0,1849,,5124.9853515625,,0.0049680802039802074,,0.51953125,,5124.9853515625,,4610.46826171875,,0.33203125,,515.3372192382812,,0.48046875,,4608.94921875,,0.33203125,,515.2151489257812,,256.0,,0.25392818450927734,,0.0,,,,,,,,,,,,,,
0,1899,,6163.1962890625,,0.004714048467576504,,0.51171875,,6163.1962890625,,5569.7197265625,,0.32421875,,570.2312622070312,,0.48828125,,5614.55078125,,0.326171875,,571.8902587890625,,256.0,,0.2712268829345703,,0.0078125,,,,,,,,,,,,,,
0,1949,,4750.37109375,,0.004942021332681179,,0.46484375,,4750.37109375,,4216.06005859375,,0.349609375,,588.06494140625,,0.53515625,,4109.744140625,,0.3515625,,586.8724365234375,,256.0,,0.2889121174812317,,0.00390625,,,,,,,,,,,,,,
0,1999,,6410.5126953125,,0.004833653569221497,,0.48828125,,6410.5126953125,,5875.802734375,,0.373046875,,537.802490234375,,0.51171875,,5875.99267578125,,0.373046875,,531.4267578125,,256.0,,0.3126336336135864,,0.0,,,,,,,,,,,,,,
0,2049,,10019.11328125,,0.004948830232024193,,0.50390625,,10019.11328125,,9422.423828125,,0.3671875,,638.4442138671875,,0.49609375,,9344.44921875,,0.365234375,,632.9093017578125,,256.0,,0.28289809823036194,,0.00390625,,,,,,,,,,,,,,
0,2099,,6405.2568359375,,0.004843405447900295,,0.47265625,,6405.2568359375,,5750.19287109375,,0.40625,,614.5263671875,,0.52734375,,5827.31689453125,,0.408203125,,618.477783203125,,256.0,,0.32323718070983887,,0.0,,,,,,,,,,,,,,
0,2149,,4040.780029296875,,0.004908932372927666,,0.49609375,,4040.780029296875,,3413.862060546875,,0.384765625,,620.0787963867188,,0.50390625,,3431.099365234375,,0.38671875,,616.5197143554688,,256.0,,0.3464981019496918,,0.0,,,,,,,,,,,,,,
0,2199,,5104.287109375,,0.004965560510754585,,0.48046875,,5104.287109375,,4547.29345703125,,0.455078125,,614.2439575195312,,0.51953125,,4439.826171875,,0.455078125,,607.2099609375,,256.0,,0.3770105838775635,,0.0,,,,,,,,,,,,,,
0,2249,,10577.626953125,,0.00519994180649519,,0.46875,,10577.626953125,,9755.21484375,,0.412109375,,768.8892822265625,,0.53125,,9870.7587890625,,0.41015625,,760.3900146484375,,256.0,,0.3848068118095398,,0.0078125,,,,,,,,,,,,,,
0,2299,,5146.8818359375,,0.004746021702885628,,0.47265625,,5146.8818359375,,4390.58349609375,,0.40234375,,656.9599609375,,0.52734375,,4587.4853515625,,0.40234375,,658.7344360351562,,256.0,,0.35161423683166504,,0.0,,,,,,,,,,,,,,
0,2349,,5486.6787109375,,0.00450802780687809,,0.51171875,,5486.6787109375,,4705.794921875,,0.4453125,,775.0750122070312,,0.48828125,,4720.92724609375,,0.447265625,,771.5604248046875,,256.0,,0.35350656509399414,,0.00390625,,,,,,,,,,,,,,
0,2399,,7014.724609375,,0.004890670068562031,,0.51171875,,7014.724609375,,6292.52197265625,,0.486328125,,849.9766235351562,,0.48828125,,6035.9892578125,,0.486328125,,850.9610595703125,,256.0,,0.4007475972175598,,0.0,,,,,,,,,,,,,,
0,2449,,12626.486328125,,0.00476473942399025,,0.484375,,12626.486328125,,11743.4912109375,,0.474609375,,912.7420654296875,,0.515625,,11684.7255859375,,0.474609375,,912.0128173828125,,256.0,,0.42718446254730225,,0.01171875,,,,,,,,,,,,,,
0,2499,,21895.57421875,,0.004725513979792595,,0.44921875,,21895.57421875,,20955.720703125,,0.490234375,,1082.408935546875,,0.55078125,,20670.56640625,,0.48828125,,1082.450927734375,,256.0,,0.443075031042099,,0.01171875,,,,,,,,,,,,,,
0,2549,,28412.86328125,,0.0046008797362446785,,0.5078125,,28412.86328125,,27375.873046875,,0.4765625,,1160.491455078125,,0.4921875,,27128.564453125,,0.478515625,,1160.7989501953125,,256.0,,0.4015875458717346,,0.01171875,,,,,,,,,,,,,,
0,2599,,34699.8671875,,0.004948238842189312,,0.52734375,,34699.8671875,,33486.0,,0.54296875,,1289.659423828125,,0.47265625,,33325.76953125,,0.54296875,,1298.305908203125,,256.0,,0.4573702812194824,,0.01171875,,,,,,,,,,,,,,
0,2649,,8631.65234375,,0.004709085449576378,,0.5,,8631.65234375,,7866.3037109375,,0.546875,,924.586669921875,,0.5,,7557.1767578125,,0.546875,,915.2364501953125,,256.0,,0.4593857228755951,,0.0,,,,,,,,,,,,,,
0,2699,,16401.50390625,,0.00523187592625618,,0.4609375,,16401.50390625,,15221.7158203125,,0.57421875,,1061.95458984375,,0.5390625,,15455.1318359375,,0.578125,,1064.2066650390625,,256.0,,0.4731174409389496,,0.00390625,,,,,,,,,,,,,,
0,2749,,19108.576171875,,0.004767900332808495,,0.5,,19108.576171875,,17876.62109375,,0.546875,,1118.2430419921875,,0.5,,18097.958984375,,0.55078125,,1124.3304443359375,,256.0,,0.4438483715057373,,0.00390625,,,,,,,,,,,,,,
0,2799,,7983.1162109375,,0.004769624210894108,,0.49609375,,7983.1162109375,,6966.79833984375,,0.6484375,,993.9658203125,,0.50390625,,7019.09423828125,,0.64453125,,986.373779296875,,256.0,,0.5186842679977417,,0.00390625,,,,,,,,,,,,,,
0,2849,,7297.6787109375,,0.004816137719899416,,0.51953125,,7297.6787109375,,6257.34814453125,,0.490234375,,1011.9200439453125,,0.48046875,,6316.5302734375,,0.490234375,,1009.5587158203125,,256.0,,0.4864763021469116,,0.00390625,,,,,,,,,,,,,,
0,2899,,9261.365234375,,0.005019846837967634,,0.49609375,,9261.365234375,,8114.58740234375,,0.65234375,,1127.5093994140625,,0.50390625,,8163.71728515625,,0.65234375,,1116.9150390625,,256.0,,0.5410558581352234,,0.00390625,,,,,,,,,,,,,,
0,2949,,29314.328125,,0.004755228757858276,,0.5,,29314.328125,,27804.9296875,,0.61328125,,1352.4189453125,,0.5,,28115.19921875,,0.6171875,,1356.1104736328125,,256.0,,0.4982764720916748,,0.0078125,,,,,,,,,,,,,,
0,2999,,9495.82421875,,0.004587296396493912,,0.54296875,,9495.82421875,,8196.232421875,,0.5859375,,1180.5906982421875,,0.45703125,,8442.490234375,,0.58203125,,1172.3345947265625,,256.0,,0.5170769095420837,,0.0,,,,,,,,,,,,,,
0,3049,,23623.80078125,,0.005197709426283836,,0.48046875,,23623.80078125,,22316.787109375,,0.5546875,,1417.5771484375,,0.51953125,,22101.8671875,,0.5546875,,1411.3701171875,,256.0,,0.5392154455184937,,0.00390625,,,,,,,,,,,,,,
0,3099,,10607.0361328125,,0.005122092552483082,,0.484375,,10607.0361328125,,9436.0322265625,,0.63671875,,1349.080078125,,0.515625,,9078.2080078125,,0.63671875,,1350.752197265625,,256.0,,0.56699138879776,,0.0078125,,,,,,,,,,,,,,
0,3149,,22144.728515625,,0.005366162396967411,,0.515625,,22144.728515625,,20893.04296875,,0.6484375,,1229.8944091796875,,0.484375,,20952.88671875,,0.64453125,,1213.63232421875,,256.0,,0.5798219442367554,,0.0078125,,,,,,,,,,,,,,
0,3199,,11949.5703125,,0.006550525315105915,,0.51171875,,11949.5703125,,10639.1064453125,,0.73046875,,1355.6353759765625,,0.48828125,,10557.009765625,,0.734375,,1347.3892822265625,,256.0,,0.5636536478996277,,0.00390625,,,,,,,,,,,,,,
0,3249,,40758.08203125,,0.004767121747136116,,0.515625,,40758.08203125,,39215.72265625,,0.63671875,,1655.5626220703125,,0.484375,,39017.234375,,0.640625,,1627.6436767578125,,256.0,,0.5499178171157837,,0.015625,,,,,,,,,,,,,,
0,3299,,25242.6640625,,0.004762636031955481,,0.5546875,,25242.6640625,,23988.40234375,,0.71875,,1510.105224609375,,0.4453125,,23482.82421875,,0.71875,,1503.99462890625,,256.0,,0.6801087260246277,,0.00390625,,,,,,,,,,,,,,
0,3349,,9289.703125,,0.005001829005777836,,0.484375,,9289.703125,,8010.41796875,,0.68359375,,1377.6654052734375,,0.515625,,7831.552734375,,0.68359375,,1359.771728515625,,256.0,,0.5833837985992432,,0.00390625,,,,,,,,,,,,,,
0,3399,,30085.560546875,,0.004976986907422543,,0.47265625,,30085.560546875,,28401.615234375,,0.77734375,,1508.341064453125,,0.52734375,,28756.17578125,,0.7734375,,1504.98876953125,,256.0,,0.7369620203971863,,0.0078125,,,,,,,,,,,,,,
0,3449,,7964.5751953125,,0.004428412765264511,,0.5078125,,7964.5751953125,,6733.30419921875,,0.7890625,,1158.86279296875,,0.4921875,,6872.28271484375,,0.7890625,,1164.701171875,,256.0,,0.6796447038650513,,0.0,,,,,,,,,,,,,,
0,3499,,10217.5234375,,0.0051093022339046,,0.47265625,,10217.5234375,,9036.9677734375,,0.67578125,,1287.768310546875,,0.52734375,,8848.2255859375,,0.67578125,,1262.084716796875,,256.0,,0.6292735934257507,,0.0,,,,,,,,,,,,,,
0,3549,,11830.654296875,,0.004624772351235151,,0.49609375,,11830.654296875,,10377.8798828125,,0.76171875,,1576.5609130859375,,0.50390625,,10143.15625,,0.76171875,,1563.71240234375,,256.0,,0.6756191253662109,,0.0078125,,,,,,,,,,,,,,
0,3599,,35979.640625,,0.004581980407238007,,0.4375,,35979.640625,,34221.859375,,0.828125,,1728.583984375,,0.5625,,34273.6015625,,0.828125,,1735.2344970703125,,256.0,,0.7387062907218933,,0.00390625,,,,,,,,,,,,,,
0,3649,,8662.33984375,,0.0046223849058151245,,0.5078125,,8662.33984375,,7143.810546875,,0.79296875,,1564.3570556640625,,0.4921875,,7054.90576171875,,0.79296875,,1561.606201171875,,256.0,,0.749957263469696,,0.0,,,,,,,,,,,,,,
0,3699,,10878.779296875,,0.005129425786435604,,0.4765625,,10878.779296875,,9453.0361328125,,0.703125,,1488.8751220703125,,0.5234375,,9344.5234375,,0.70703125,,1471.1248779296875,,256.0,,0.6581794023513794,,0.00390625,,,,,,,,,,,,,,
0,3749,,10604.134765625,,0.004803631454706192,,0.51953125,,10604.134765625,,8965.373046875,,0.8125,,1689.833251953125,,0.48046875,,8877.7568359375,,0.8125,,1675.3067626953125,,256.0,,0.7604864835739136,,0.0,,,,,,,,,,,,,,
0,3799,,12018.4951171875,,0.004679340869188309,,0.4921875,,12018.4951171875,,10383.166015625,,0.81640625,,1677.642578125,,0.5078125,,10319.7470703125,,0.81640625,,1656.4345703125,,256.0,,0.7342082262039185,,0.0,,,,,,,,,,,,,,
0,3849,,12773.0146484375,,0.00448621017858386,,0.47265625,,12773.0146484375,,11151.212890625,,0.82421875,,1616.595458984375,,0.52734375,,11162.26171875,,0.82421875,,1615.9586181640625,,256.0,,0.7154951095581055,,0.0,,,,,,,,,,,,,,
0,3899,,8950.333984375,,0.00472613051533699,,0.49609375,,8950.333984375,,7525.07470703125,,0.796875,,1529.345947265625,,0.50390625,,7322.908203125,,0.796875,,1523.338134765625,,256.0,,0.7429356575012207,,0.00390625,,,,,,,,,,,,,,
0,3949,,9400.03125,,0.004424222279340029,,0.46484375,,9400.03125,,7860.240234375,,0.87109375,,1600.869384765625,,0.53515625,,7742.5009765625,,0.87109375,,1596.450927734375,,256.0,,0.8098036050796509,,0.0,,,,,,,,,,,,,,
0,3999,,24808.681640625,,0.004794334527105093,,0.53125,,24808.681640625,,23009.5,,0.80859375,,1797.2230224609375,,0.46875,,22997.521484375,,0.80859375,,1813.118896484375,,256.0,,0.7315451502799988,,0.00390625,,,,,,,,,,,,,,
0,4049,,11181.0703125,,0.00454437592998147,,0.45703125,,11181.0703125,,9509.060546875,,0.78515625,,1700.4371337890625,,0.54296875,,9483.078125,,0.78515625,,1669.565185546875,,256.0,,0.7473071813583374,,0.0,,,,,,,,,,,,,,
0,4099,,11401.015625,,0.004915875382721424,,0.54296875,,11401.015625,,9696.43359375,,0.88671875,,1787.058837890625,,0.45703125,,9530.701171875,,0.88671875,,1787.838134765625,,256.0,,0.8736125826835632,,0.0,,,,,,,,,,,,,,
0,4149,,10895.490234375,,0.004704772960394621,,0.48828125,,10895.490234375,,9205.2431640625,,0.859375,,1769.197021484375,,0.51171875,,9062.1787109375,,0.859375,,1754.3603515625,,256.0,,0.7911795377731323,,0.0,,,,,,,,,,,,,,
0,4199,,29151.0390625,,0.004432296380400658,,0.484375,,29151.0390625,,27251.638671875,,0.82421875,,1873.7103271484375,,0.515625,,27305.455078125,,0.82421875,,1871.276123046875,,256.0,,0.7958501577377319,,0.0078125,,,,,,,,,,,,,,
0,4249,,12230.77734375,,0.004907828755676746,,0.48828125,,12230.77734375,,10481.232421875,,0.87109375,,1786.243408203125,,0.51171875,,10439.732421875,,0.875,,1754.346435546875,,256.0,,0.7829746007919312,,0.0,,,,,,,,,,,,,,
0,4299,,10193.451171875,,0.00829310342669487,,0.49609375,,10193.451171875,,8591.580078125,,0.8515625,,1708.3931884765625,,0.50390625,,8459.2109375,,0.8515625,,1627.71630859375,,256.0,,0.8029128909111023,,0.0,,,,,,,,,,,,,,
0,4349,,13843.466796875,,0.004748467355966568,,0.48828125,,13843.466796875,,11508.2109375,,1.0078125,,2233.275634765625,,0.51171875,,11721.865234375,,1.0078125,,2223.5830078125,,256.0,,0.8932204246520996,,0.01953125,,,,,,,,,,,,,,
0,4399,,8104.18603515625,,0.004729759879410267,,0.515625,,8104.18603515625,,6482.17822265625,,0.90234375,,1700.811279296875,,0.484375,,6346.61669921875,,0.90625,,1678.76611328125,,256.0,,0.8681378364562988,,0.0,,,,,,,,,,,,,,
0,4449,,12556.36328125,,0.004633673932403326,,0.48046875,,12556.36328125,,11411.1748046875,,0.8046875,,1723.562255859375,,0.51953125,,10277.1826171875,,0.8046875,,1700.8077392578125,,256.0,,0.7916395664215088,,0.00390625,,,,,,,,,,,,,,
0,4499,,38408.41796875,,0.004682769998908043,,0.51953125,,38408.41796875,,36516.8046875,,0.9453125,,2222.00927734375,,0.48046875,,35865.1484375,,0.9453125,,2212.873046875,,256.0,,0.8341464996337891,,0.00390625,,,,,,,,,,,,,,
0,4549,,9793.625,,0.0049187541007995605,,0.55859375,,9793.625,,7784.21142578125,,0.96484375,,1813.400390625,,0.44140625,,8180.15625,,0.96484375,,1809.4814453125,,256.0,,0.8898533582687378,,0.0,,,,,,,,,,,,,,
0,4599,,12751.92578125,,0.004621808882802725,,0.52734375,,12751.92578125,,10882.4052734375,,0.94140625,,1865.7818603515625,,0.47265625,,10906.14453125,,0.94140625,,1849.520751953125,,256.0,,0.8874348998069763,,0.0,,,,,,,,,,,,,,
0,4649,,10071.0693359375,,0.004735960625112057,,0.49609375,,10071.0693359375,,8589.951171875,,1.015625,,1699.6884765625,,0.50390625,,8157.97998046875,,1.015625,,1694.518798828125,,256.0,,0.9008791446685791,,0.0,,,,,,,,,,,,,,
0,4699,,37660.7265625,,0.004814038053154945,,0.5078125,,37660.7265625,,35664.90625,,1.0078125,,2218.961181640625,,0.4921875,,35241.38671875,,1.0078125,,2196.20166015625,,256.0,,0.8971537351608276,,0.00390625,,,,,,,,,,,,,,
0,4749,,11070.32421875,,0.005254240240901709,,0.55078125,,11070.32421875,,9022.501953125,,0.95703125,,2091.20458984375,,0.44921875,,8956.7802734375,,0.95703125,,2070.1611328125,,256.0,,0.963780403137207,,0.0,,,,,,,,,,,,,,
0,4799,,13184.296875,,0.004700202029198408,,0.51953125,,13184.296875,,11097.8388671875,,1.0703125,,2186.4130859375,,0.48046875,,10933.98828125,,1.0703125,,2150.353271484375,,256.0,,0.9581782817840576,,0.0,,,,,,,,,,,,,,
0,4849,,12038.1298828125,,0.005040711723268032,,0.52734375,,12038.1298828125,,10286.921875,,1.0234375,,1831.7840576171875,,0.47265625,,10160.7919921875,,1.03125,,1796.7613525390625,,256.0,,0.9447512030601501,,0.0,,,,,,,,,,,,,,
0,4899,,15462.7666015625,,0.004936983343213797,,0.51953125,,15462.7666015625,,13630.9072265625,,1.1015625,,2024.431396484375,,0.48046875,,13271.4765625,,1.1015625,,1998.7177734375,,256.0,,1.009864091873169,,0.0,,,,,,,,,,,,,,
0,4949,,56549.41796875,,0.004520814400166273,,0.546875,,56549.41796875,,53933.359375,,1.046875,,2473.71337890625,,0.453125,,54233.31640625,,1.046875,,2458.4462890625,,256.0,,0.8922798037528992,,0.0078125,,,,,,,,,,,,,,
