variant,method_id,method_label,epoch,global_step,train/base_hybrid_td_loss_epoch,train/compressed_cache_gib_epoch,train/ema_next_action_embedding_mean_epoch,train/goal_offset_mean_epoch,train/goal_task_fraction_epoch,train/loss_epoch,train/method_hybrid_td_loss_epoch,train/online_action_embedding_mean_epoch,train/predicted_advantage_mean_epoch,train/predicted_base_td_loss_epoch,train/predicted_goal_projection_loss_epoch,train/predicted_goal_score_residual_mean_epoch,train/predicted_method_td_loss_epoch,train/predicted_neighbor_objective_available_epoch,train/predicted_weight_mean_epoch,train/predicted_weight_std_epoch,train/prediction_loss_epoch,train/random_task_fraction_epoch,train/real_advantage_mean_epoch,train/real_base_td_loss_epoch,train/real_goal_projection_loss_epoch,train/real_goal_score_residual_mean_epoch,train/real_method_td_loss_epoch,train/real_neighbor_objective_available_epoch,train/real_weight_mean_epoch,train/real_weight_std_epoch,train/sigreg_loss_epoch,train/td_pairs_epoch,train/td_weight_scale_epoch,train/terminal_fraction_epoch,train/unique_episodes_per_batch_epoch,validation/base_hybrid_td_loss,validation/ema_next_action_embedding_mean,validation/goal_offset_mean,validation/goal_task_fraction,validation/loss,validation/method_hybrid_td_loss,validation/online_action_embedding_mean,validation/predicted_advantage_mean,validation/predicted_base_td_loss,validation/predicted_goal_projection_loss,validation/predicted_goal_score_residual_mean,validation/predicted_method_td_loss,validation/predicted_neighbor_objective_available,validation/predicted_weight_mean,validation/predicted_weight_std,validation/prediction_loss,validation/random_task_fraction,validation/real_advantage_mean,validation/real_base_td_loss,validation/real_goal_projection_loss,validation/real_goal_score_residual_mean,validation/real_method_td_loss,validation/real_neighbor_objective_available,validation/real_weight_mean,validation/real_weight_std,validation/sigreg_loss,validation/td_pairs,validation/td_weight_scale,validation/terminal_fraction
d,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,1,12796,3705.801513671875,2.1729013919830322,-0.22421008348464966,4.500269889831543,0.50036531686782837,1701.331298828125,2937.810791015625,-0.22393503785133362,,1693.7586669921875,,,1349.6114501953125,,1,5.4197702407836914,0.62766313552856445,0.49963465332984924,,2012.0526123046875,,,1588.2064208984375,,1,5.4197702407836914,12.268946647644043,120,0.75003910064697266,0.00061672687297686934,8,5688.41845703125,-0.21076080203056335,4.5017452239990234,0.49979826807975769,5696.14892578125,4715.42626953125,-0.20889420807361603,,2918.96142578125,,,2417.17431640625,,1,5.362633228302002,1.039794921875,0.5002017617225647,,2769.469970703125,,,2298.260986328125,,1,5.362633228302002,74.304885864257812,120,1,0.0006230499129742384
d,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,2,25592,5233.72802734375,2.1563670635223389,-0.18104283511638641,4.4954051971435547,0.50005781650543213,3247.39208984375,3244.3232421875,-0.18156576156616211,,2244.864013671875,,,1413.4996337890625,,1,5.4194159507751465,1.3235584497451782,0.49994221329689026,,2988.86279296875,,,1830.822265625,,1,5.4194159507751465,19.325061798095703,120,1,0.00062584428815171123,8,8327.21484375,-0.18717311322689056,4.5017452239990234,0.49979826807975769,8335.3896484375,6440.40625,-0.18950934708118439,,4393.193359375,,,3443.268798828125,,1,5.3753609657287598,1.4772146940231323,0.5002017617225647,,3934.065673828125,,,2997.141845703125,,1,5.3753609657287598,74.28564453125,120,1,0.0006230499129742384
d,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,3,38388,6194.84130859375,2.1602339744567871,-0.16053314507007599,4.4980039596557617,0.49974268674850464,3661.963134765625,3658.44775390625,-0.16115486621856689,,2685.515380859375,,,1609.0555419921875,,1,5.4187140464782715,1.6689671277999878,0.50025737285614014,,3509.32421875,,,2049.400634765625,,1,5.4187140464782715,20.535747528076172,120,1,0.00062128528952598572,8,10340.4208984375,-0.16781206429004669,4.5017452239990234,0.49979826807975769,10349.1513671875,7642.01953125,-0.17058911919593811,,5226.748046875,,,3921.1025390625,,1,5.3775701522827148,1.898371696472168,0.5002017617225647,,5113.6669921875,,,3720.906494140625,,1,5.3775701522827148,75.583488464355469,120,1,0.0006230499129742384
d,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,4,51184,5795.6044921875,2.1614024639129639,-0.14388158917427063,4.4986062049865723,0.49965539574623108,3418.279541015625,3414.807373046875,-0.14452105760574341,,2472.083740234375,,,1472.5809326171875,,1,5.418999195098877,1.7895205020904541,0.50034463405609131,,3323.52392578125,,,1942.238525390625,,1,5.418999195098877,18.641958236694336,120,1,0.00062193686608225107,8,9438.8232421875,-0.1503111869096756,4.5017452239990234,0.49979826807975769,9446.1474609375,7690.18359375,-0.14991113543510437,,4873.31982421875,,,4033.03271484375,,1,5.3806500434875488,1.864271879196167,0.5002017617225647,,4565.49853515625,,,3657.146240234375,,1,5.3806500434875488,60.815216064453125,120,1,0.0006230499129742384
d,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,5,63980,5162.89697265625,2.1677780151367188,-0.14348126947879791,4.4956426620483398,0.49968770146369934,3126.634033203125,3123.26513671875,-0.14458662271499634,,2300.38818359375,,,1417.1796875,,1,5.4182415008544922,1.8005173206329346,0.50031238794326782,,2862.495361328125,,,1706.0814208984375,,1,5.4182415008544922,17.547094345092773,120,1,0.00061802956042811275,8,7978.1455078125,-0.15112948417663574,4.5017452239990234,0.49979826807975769,7985.4296875,6210.3642578125,-0.15375390648841858,,3976.767333984375,,,3275.013427734375,,1,5.3808574676513672,1.8532249927520752,0.5002017617225647,,4001.374267578125,,,2935.374267578125,,1,5.3808574676513672,60.477851867675781,120,1,0.0006230499129742384
d,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,6,76776,4601.15087890625,2.1641764640808105,-0.14467647671699524,4.4991860389709473,0.50002747774124146,2812.25830078125,2808.9990234375,-0.14580278098583221,,2029.680419921875,,,1257.8209228515625,,1,5.4234771728515625,1.8019576072692871,0.49997252225875854,,2571.45947265625,,,1551.1810302734375,,1,5.4234771728515625,16.254987716674805,120,1,0.00062584446277469397,8,6102.5419921875,-0.15001697838306427,4.5017452239990234,0.49979826807975769,6109.56494140625,4456.138671875,-0.1508500725030899,,2999.03076171875,,,2231.319580078125,,1,5.3784384727478027,1.8568258285522461,0.5002017617225647,,3103.512451171875,,,2224.822998046875,,1,5.3784384727478027,57.34417724609375,120,1,0.0006230499129742384
d,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,7,89572,4165.2421875,2.1628608703613281,-0.14286957681179047,4.501929759979248,0.50007057189941406,2538.06396484375,2534.9638671875,-0.14383728802204132,,1839.773193359375,,,1138.776611328125,,1,5.4240822792053223,1.7574228048324585,0.49992945790290833,,2325.467041015625,,,1396.1851806640625,,1,5.4240822792053223,15.001381874084473,120,1,0.00061802973505109549,8,6113.0556640625,-0.14668136835098267,4.5017452239990234,0.49979826807975769,6119.9423828125,4544.1669921875,-0.14800252020359039,,2938.213134765625,,,2175.041015625,,1,5.373258113861084,1.8005269765853882,0.5002017617225647,,3174.846923828125,,,2369.1201171875,,1,5.373258113861084,56.617671966552734,120,1,0.0006230499129742384
d,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,8,102368,3794.34912109375,2.1571869850158691,-0.14247390627861023,4.5029149055480957,0.50040566921234131,2328.56787109375,2325.6044921875,-0.14353266358375549,,1650.57763671875,,,1036.829345703125,,1,5.4251646995544434,1.7079131603240967,0.49959442019462585,,2143.7607421875,,,1288.7791748046875,,1,5.4251646995544434,13.921171188354492,120,1,0.0006258441717363894,8,5942.01123046875,-0.14189420640468597,4.5017452239990234,0.49979826807975769,5948.58544921875,4838.71826171875,-0.14276379346847534,,3035.552978515625,,,2586.9462890625,,1,5.3743071556091309,1.8203167915344238,0.5002017617225647,,2906.453857421875,,,2251.769775390625,,1,5.3743071556091309,52.640346527099609,120,1,0.0006230499129742384
d,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,9,115164,3706.35693359375,2.1706907749176025,-0.14123217761516571,4.4993810653686523,0.49970301985740662,2269.1640625,2266.306396484375,-0.14229941368103027,,1643.7999267578125,,,1027.9488525390625,,1,5.4160265922546387,1.6754806041717529,0.500296950340271,,2062.536865234375,,,1238.3624267578125,,1,5.4160265922546387,13.00266170501709,120,1,0.00061737815849483013,8,4974.3310546875,-0.1411653459072113,4.5017452239990234,0.49979826807975769,4980.5712890625,3368.85205078125,-0.14191968739032745,,2424.038330078125,,,1672.566162109375,,1,5.3751873970031738,1.7618477344512939,0.5002017617225647,,2550.287353515625,,,1696.282470703125,,1,5.3751873970031738,49.828590393066406,120,1,0.0006230499129742384
d,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,10,127960,3986.101318359375,2.1632702350616455,-0.14006978273391724,4.502997875213623,0.50024294853210449,2559.38427734375,2556.641845703125,-0.14114812016487122,,1813.8189697265625,,,1202.12060546875,,1,5.4220767021179199,1.6456799507141113,0.49975699186325073,,2172.27978515625,,,1354.5185546875,,1,5.4220767021179199,12.218105316162109,120,1,0.00062323926249518991,8,5287.05078125,-0.14030724763870239,4.5017452239990234,0.49979826807975769,5293.64013671875,4470.13427734375,-0.14138160645961761,,2605.635009765625,,,2372.294677734375,,1,5.3771877288818359,1.882207989692688,0.5002017617225647,,2681.40478515625,,,2097.8310546875,,1,5.3771877288818359,52.219272613525391,120,1,0.0006230499129742384
f,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,1,12796,3768.160400390625,2.172938346862793,-0.22277668118476868,4.500269889831543,0.50036531686782837,1759.28857421875,2969.101318359375,-0.22246645390987396,1400.65673828125,1711.381103515625,,,1357.822021484375,,1,5.315666675567627,0.63675785064697266,0.49963465332984924,1400.65673828125,2056.7685546875,,,1611.2838134765625,,1,5.315666675567627,12.52217960357666,120,0.75003910064697266,0.00061672687297686934,8,5662.28564453125,-0.21226008236408234,4.5017452239990234,0.49979826807975769,5670.5849609375,4901.88330078125,-0.21182812750339508,652.54266357421875,2841.355712890625,,,2523.8173828125,,1,5.1418371200561523,1.0706839561462402,0.5002017617225647,652.54266357421875,2820.92431640625,,,2378.044189453125,,1,5.1418371200561523,80.553665161132812,120,1,0.0006230499129742384
f,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,2,25592,5474.849609375,2.1563014984130859,-0.18068680167198181,4.4954051971435547,0.50005781650543213,3464.84814453125,3461.775634765625,-0.18098543584346771,2436.88330078125,2334.5654296875,,,1495.7933349609375,,1,5.2742819786071777,1.3167867660522461,0.49994221329689026,2436.88330078125,3140.278564453125,,,1965.9725341796875,,1,5.2742819786071777,19.593051910400391,120,1,0.00062584428815171123,8,8224.0966796875,-0.17971725761890411,4.5017452239990234,0.49979826807975769,8231.982421875,6441.091796875,-0.18286418914794922,861.355224609375,4410.47314453125,,,3472.38720703125,,1,5.1491899490356445,1.4979637861251831,0.5002017617225647,861.355224609375,3813.619140625,,,2968.70458984375,,1,5.1491899490356445,70.949272155761719,120,1,0.0006230499129742384
f,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,3,38388,6598.853515625,2.1601152420043945,-0.15925405919551849,4.4980039596557617,0.49974268674850464,4075.2275390625,4071.724365234375,-0.15984949469566345,2869.197265625,2843.67041015625,,,1778.3602294921875,,1,5.2707676887512207,1.6486858129501343,0.50025737285614014,2869.197265625,3755.210693359375,,,2293.360595703125,,1,5.2707676887512207,20.715429306030273,120,1,0.00062128528952598572,8,10382.9375,-0.16886159777641296,4.5017452239990234,0.49979826807975769,10391.642578125,8095.8623046875,-0.17212265729904175,928.60516357421875,5300.00830078125,,,4206.783203125,,1,5.1321892738342285,1.8802344799041748,0.5002017617225647,928.60516357421875,5082.958984375,,,3889.094482421875,,1,5.1321892738342285,75.697982788085938,120,1,0.0006230499129742384
f,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,4,51184,6291.78125,2.1614065170288086,-0.14569574594497681,4.4986062049865723,0.49965539574623108,3800.245361328125,3796.743896484375,-0.14625480771064758,2847.35595703125,2663.912353515625,,,1630.5494384765625,,1,5.2672228813171387,1.7914392948150635,0.50034463405609131,2847.35595703125,3627.854736328125,,,2166.195556640625,,1,5.2672228813171387,18.895748138427734,120,1,0.00062193686608225107,8,9058.01953125,-0.15082316100597382,4.5017452239990234,0.49979826807975769,9065.62109375,7597.95361328125,-0.1498466283082962,877.02520751953125,4705.2041015625,,,4093.9072265625,,1,5.1681032180786133,1.8676546812057495,0.5002017617225647,877.02520751953125,4352.8212890625,,,3504.031494140625,,1,5.1681032180786133,63.544887542724609,120,1,0.0006230499129742384
f,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,5,63980,5408.357421875,2.1677534580230713,-0.14537551999092102,4.4956426620483398,0.49968770146369934,3311.93505859375,3308.46484375,-0.14637218415737152,2574.65087890625,2393.60107421875,,,1488.713134765625,,1,5.2801532745361328,1.8373335599899292,0.50031238794326782,2574.65087890625,3014.757080078125,,,1819.7491455078125,,1,5.2801532745361328,18.158124923706055,120,1,0.00061802956042811275,8,7692.7822265625,-0.15125285089015961,4.5017452239990234,0.49979826807975769,7700.01025390625,5927.166015625,-0.15270042419433594,827.04705810546875,3904.8056640625,,,3091.497802734375,,1,5.1860699653625488,1.8372688293457031,0.5002017617225647,827.04705810546875,3787.97705078125,,,2835.69287109375,,1,5.1860699653625488,60.03887939453125,120,1,0.0006230499129742384
f,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,6,76776,4799.4033203125,2.1641683578491211,-0.14494572579860687,4.4991860389709473,0.50002747774124146,2935.845458984375,2932.522705078125,-0.14599841833114624,2364.1025390625,2103.754150390625,,,1312.8243408203125,,1,5.3063364028930664,1.8092484474182129,0.49997252225875854,2364.1025390625,2695.652099609375,,,1619.701416015625,,1,5.3063364028930664,16.770612716674805,120,1,0.00062584446277469397,8,6126.68115234375,-0.15160849690437317,4.5017452239990234,0.49979826807975769,6134.033203125,4612.275390625,-0.15331205725669861,796.36993408203125,3029.5126953125,,,2281.332275390625,,1,5.1637692451477051,1.9571447372436523,0.5002017617225647,796.36993408203125,3097.180419921875,,,2330.9462890625,,1,5.1637692451477051,59.775001525878906,120,1,0.0006230499129742384
f,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,7,89572,4261.15380859375,2.1627423763275146,-0.14488875865936279,4.501929759979248,0.50007057189941406,2588.22021484375,2585.06396484375,-0.14574195444583893,2245.294677734375,1874.7451171875,,,1152.7188720703125,,1,5.3060293197631836,1.7870460748672485,0.49992945790290833,2245.294677734375,2386.41748046875,,,1432.3399658203125,,1,5.3060293197631836,15.244387626647949,120,1,0.00061802973505109549,8,6242.2529296875,-0.14674131572246552,4.5017452239990234,0.49979826807975769,6249.2578125,4744.8115234375,-0.14811857044696808,813.8221435546875,3171.61767578125,,,2467.05126953125,,1,5.1448421478271484,1.7676016092300415,0.5002017617225647,813.8221435546875,3070.643798828125,,,2277.751220703125,,1,5.1448421478271484,58.020729064941406,120,1,0.0006230499129742384
f,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,8,102368,3912.35888671875,2.1571419239044189,-0.14378127455711365,4.5029149055480957,0.50040566921234131,2346.344482421875,2343.342529296875,-0.14477169513702393,2160.422607421875,1688.024658203125,,,1021.2376708984375,,1,5.3140649795532227,1.7380198240280151,0.49959442019462585,2160.422607421875,2224.32373046875,,,1322.1025390625,,1,5.3140649795532227,14.002115249633789,120,1,0.0006258441717363894,8,5962.537109375,-0.14322488009929657,4.5017452239990234,0.49979826807975769,5969.14599609375,4614.625,-0.14365015923976898,775.2047119140625,3055.690673828125,,,2463.939453125,,1,5.185328483581543,1.8466324806213379,0.5002017617225647,775.2047119140625,2906.86181640625,,,2150.680419921875,,1,5.185328483581543,52.883560180664062,120,1,0.0006230499129742384
f,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,9,115164,3855.204345703125,2.1706454753875732,-0.14266635477542877,4.4993810653686523,0.49970301985740662,2329.427734375,2326.562255859375,-0.14367267489433289,2132.32080078125,1701.5220947265625,,,1035.6007080078125,,1,5.321526050567627,1.6862291097640991,0.500296950340271,2132.32080078125,2153.68701171875,,,1290.95751953125,,1,5.321526050567627,13.096846580505371,120,1,0.00061737815849483013,8,4973.08935546875,-0.1423332691192627,4.5017452239990234,0.49979826807975769,4979.298828125,3470.904296875,-0.14318867027759552,773.92083740234375,2454.0751953125,,,1739.8594970703125,,1,5.1753931045532227,1.7246332168579102,0.5002017617225647,773.92083740234375,2519.02294921875,,,1731.029052734375,,1,5.1753931045532227,49.742233276367188,120,1,0.0006230499129742384
f,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,10,127960,4085.219970703125,2.1632249355316162,-0.14126786589622498,4.502997875213623,0.50024294853210449,2498.91796875,2496.126220703125,-0.14228956401348114,2040.3350830078125,1848.783935546875,,,1145.8663330078125,,1,5.3407316207885742,1.6641957759857178,0.49975699186325073,2040.3350830078125,2236.42138671875,,,1350.258056640625,,1,5.3407316207885742,12.566466331481934,120,1,0.00062323926249518991,8,5438.6337890625,-0.14157907664775848,4.5017452239990234,0.49979826807975769,5445.408203125,4416.16162109375,-0.1425960510969162,767.9442138671875,2595.677978515625,,,2101.50830078125,,1,5.179041862487793,1.8845994472503662,0.5002017617225647,767.9442138671875,2842.93896484375,,,2314.660888671875,,1,5.179041862487793,54.506820678710938,120,1,0.0006230499129742384
