variant,method_id,method_label,epoch,global_step,train/base_td_loss_epoch,train/goal_projection_loss_epoch,train/goal_score_residual_mean_epoch,train/goal_task_fraction_epoch,train/loss_epoch,train/method_td_loss_epoch,train/neighbor_advantage_mean_epoch,train/neighbor_objective_available_epoch,train/prefix_marginal_advantage_mean_epoch,train/prefix_mean_advantage_mean_epoch,train/random_task_fraction_epoch,train/same_future_advantage_mean_epoch,train/target_goal_score_mean_epoch,train/td_pairs_epoch,train/td_prediction_mean_epoch,train/td_target_mean_epoch,train/terminal_fraction_epoch,train/weight_mean_epoch,train/weight_std_epoch,validation/base_td_loss,validation/goal_projection_loss,validation/goal_score_residual_mean,validation/goal_task_fraction,validation/loss,validation/method_td_loss,validation/neighbor_objective_available,validation/prefix_marginal_advantage_mean,validation/prefix_mean_advantage_mean,validation/random_task_fraction,validation/same_future_advantage_mean,validation/target_goal_score_mean,validation/td_pairs,validation/td_prediction_mean,validation/td_target_mean,validation/terminal_fraction,validation/weight_mean,validation/weight_std
d,actor_free_td_lewm_v0_d,V0-D Goal-Value Weighted TD,1,12796,345.78277587890625,,,0.49977013468742371,283.83920288085938,283.83920288085938,,,,,0.50022989511489868,,382.33245849609375,256,0.079598166048526764,0.082747131586074829,0.0050531537272036076,1,7.9327154159545898,507.20138549804688,,,0.49980771541595459,507.20138549804688,430.814208984375,,,,0.50019228458404541,,651.70806884765625,255.98416137695312,0.11839489638805389,0.12565545737743378,0.0010014981962740421,1,7.9037261009216309
d,actor_free_td_lewm_v0_d,V0-D Goal-Value Weighted TD,2,25592,677.08477783203125,,,0.49967214465141296,473.36480712890625,473.36480712890625,,,,,0.50032788515090942,,764.5888671875,256,0.13774919509887695,0.13907511532306671,0.005130997858941555,1,7.9560036659240723,796.7606201171875,,,0.49980771541595459,796.7606201171875,647.4027099609375,,,,0.50019228458404541,,911.43353271484375,255.98416137695312,0.16094426810741425,0.15432040393352509,0.0010014981962740421,1,7.9149565696716309
d,actor_free_td_lewm_v0_d,V0-D Goal-Value Weighted TD,3,38388,887.88427734375,,,0.49988675117492676,567.70184326171875,567.70184326171875,,,,,0.50011324882507324,,908.5423583984375,256,0.14842566847801208,0.1494828462600708,0.0050992495380342007,1,7.9583449363708496,942.57879638671875,,,0.49980771541595459,942.57879638671875,795.8284912109375,,,,0.50019228458404541,,977.6947021484375,255.98416137695312,0.15954017639160156,0.15736100077629089,0.0010014981962740421,1,7.9215974807739258
d,actor_free_td_lewm_v0_d,V0-D Goal-Value Weighted TD,4,51184,936.22528076171875,,,0.49983087182044983,576.392333984375,576.392333984375,,,,,0.50016909837722778,,921.487548828125,256,0.15617799758911133,0.15712288022041321,0.0051245870999991894,1,7.9586114883422852,951.45660400390625,,,0.49980771541595459,951.45660400390625,894.38916015625,,,,0.50019228458404541,,983.576171875,255.98416137695312,0.16166973114013672,0.16974836587905884,0.0010014981962740421,1,7.9151592254638672
d,actor_free_td_lewm_v0_d,V0-D Goal-Value Weighted TD,5,63980,932.171630859375,,,0.50021523237228394,561.8333740234375,561.8333740234375,,,,,0.49978479743003845,,926.11492919921875,256,0.16756102442741394,0.16784580051898956,0.0051004709675908089,1,7.9619646072387695,942.44232177734375,,,0.49980771541595459,942.44232177734375,925.29925537109375,,,,0.50019228458404541,,992.236328125,255.98416137695312,0.16754123568534851,0.16906929016113281,0.0010014981962740421,1,7.9269695281982422
d,actor_free_td_lewm_v0_d,V0-D Goal-Value Weighted TD,6,76776,926.0560302734375,,,0.50005710124969482,552.2623291015625,552.2623291015625,,,,,0.49994292855262756,,932.67303466796875,256,0.16384714841842651,0.16431359946727753,0.0050775753334164619,1,7.9617586135864258,937.6005859375,,,0.49980771541595459,937.6005859375,938.19287109375,,,,0.50019228458404541,,1004.2901000976562,255.98416137695312,0.1596187949180603,0.16541090607643127,0.0010014981962740421,1,7.927215576171875
d,actor_free_td_lewm_v0_d,V0-D Goal-Value Weighted TD,7,89572,922.7493896484375,,,0.49928626418113708,545.56298828125,545.56298828125,,,,,0.50071370601654053,,940.47491455078125,256,0.16185371577739716,0.16229371726512909,0.0051496196538209915,1,7.9495706558227539,934.01025390625,,,0.49980771541595459,934.01025390625,948.78875732421875,,,,0.50019228458404541,,1008.6984252929688,255.98416137695312,0.17388547956943512,0.16840061545372009,0.0010014981962740421,1,7.9248046875
d,actor_free_td_lewm_v0_d,V0-D Goal-Value Weighted TD,8,102368,921.86114501953125,,,0.4995274543762207,541.14080810546875,541.14080810546875,,,,,0.5004725456237793,,941.86065673828125,256,0.16964995861053467,0.16975285112857819,0.005103828851133585,1,7.9532313346862793,934.60137939453125,,,0.49980771541595459,934.60137939453125,951.49224853515625,,,,0.50019228458404541,,1010.9304809570312,255.98416137695312,0.17417241632938385,0.17612195014953613,0.0010014981962740421,1,7.9235877990722656
d,actor_free_td_lewm_v0_d,V0-D Goal-Value Weighted TD,9,115164,920.20574951171875,,,0.50030529499053955,542.53656005859375,542.53656005859375,,,,,0.49969473481178284,,943.8321533203125,256,0.1695287674665451,0.1695818156003952,0.0050494903698563576,1,7.9640102386474609,934.69488525390625,,,0.49980771541595459,934.69488525390625,948.944091796875,,,,0.50019228458404541,,1013.9283447265625,255.98416137695312,0.16942776739597321,0.1686566025018692,0.0010014981962740421,1,7.9178099632263184
d,actor_free_td_lewm_v0_d,V0-D Goal-Value Weighted TD,10,127960,920.59130859375,,,0.49998870491981506,542.36138916015625,542.36138916015625,,,,,0.50001126527786255,,945.8902587890625,256,0.17032952606678009,0.17041033506393433,0.0050223213620483875,1,7.9611196517944336,933.2958984375,,,0.49980771541595459,933.2958984375,946.8238525390625,,,,0.50019228458404541,,1013.1364135742188,255.98416137695312,0.17292331159114838,0.17373088002204895,0.0010014981962740421,1,7.914823055267334
f,actor_free_td_lewm_v0_f,V0-F Same-Future / Different-Goal Advantage,1,12796,353.23629760742188,,,0.49977013468742371,292.33255004882812,292.33255004882812,,,,,0.50022989511489868,371.16476440429688,,256,0.077312976121902466,0.080757267773151398,0.0050531537272036076,1,7.889582633972168,509.89019775390625,,,0.49980771541595459,509.89019775390625,446.28482055664062,,,,0.50019228458404541,440.11935424804688,,255.98416137695312,0.11759421229362488,0.11818471550941467,0.0010014981962740421,1,7.7356319427490234
f,actor_free_td_lewm_v0_f,V0-F Same-Future / Different-Goal Advantage,2,25592,663.60137939453125,,,0.49967214465141296,471.02520751953125,471.02520751953125,,,,,0.50032788515090942,732.8555908203125,,256,0.13307631015777588,0.13466286659240723,0.005130997858941555,1,7.8825554847717285,778.51409912109375,,,0.49980771541595459,778.51409912109375,653.5037841796875,,,,0.50019228458404541,612.9698486328125,,255.98416137695312,0.14452646672725677,0.14086522161960602,0.0010014981962740421,1,7.7364940643310547
f,actor_free_td_lewm_v0_f,V0-F Same-Future / Different-Goal Advantage,3,38388,873.94854736328125,,,0.49988675117492676,565.38897705078125,565.38897705078125,,,,,0.50011324882507324,878.0625,,256,0.14051425457000732,0.14187087118625641,0.0050992495380342007,1,7.8966565132141113,933.75482177734375,,,0.49980771541595459,933.75482177734375,805.600341796875,,,,0.50019228458404541,665.08941650390625,,255.98416137695312,0.14465634524822235,0.15337473154067993,0.0010014981962740421,1,7.7614970207214355
f,actor_free_td_lewm_v0_f,V0-F Same-Future / Different-Goal Advantage,4,51184,930.49560546875,,,0.49983087182044983,576.50177001953125,576.50177001953125,,,,,0.50016909837722778,895.98748779296875,,256,0.15695644915103912,0.15765519440174103,0.0051245870999991894,1,7.8975963592529297,947.4439697265625,,,0.49980771541595459,947.4439697265625,863.65435791015625,,,,0.50019228458404541,667.26934814453125,,255.98416137695312,0.15587411820888519,0.16861350834369659,0.0010014981962740421,1,7.7609825134277344
f,actor_free_td_lewm_v0_f,V0-F Same-Future / Different-Goal Advantage,5,63980,929.37322998046875,,,0.50021523237228394,562.4378662109375,562.4378662109375,,,,,0.49978479743003845,898.804931640625,,256,0.16691310703754425,0.16703233122825623,0.0051004709675908089,1,7.9079265594482422,941.55511474609375,,,0.49980771541595459,941.55511474609375,893.3402099609375,,,,0.50019228458404541,672.02899169921875,,255.98416137695312,0.15639188885688782,0.1657099574804306,0.0010014981962740421,1,7.7595958709716797
f,actor_free_td_lewm_v0_f,V0-F Same-Future / Different-Goal Advantage,6,76776,925.46148681640625,,,0.50005710124969482,553.49774169921875,553.49774169921875,,,,,0.49994292855262756,905.30792236328125,,256,0.16182595491409302,0.16244401037693024,0.0050775753334164619,1,7.9046773910522461,937.63043212890625,,,0.49980771541595459,937.63043212890625,905.85699462890625,,,,0.50019228458404541,679.36981201171875,,255.98416137695312,0.15555398166179657,0.16280272603034973,0.0010014981962740421,1,7.7561898231506348
f,actor_free_td_lewm_v0_f,V0-F Same-Future / Different-Goal Advantage,7,89572,921.61285400390625,,,0.49928626418113708,546.2635498046875,546.2635498046875,,,,,0.50071370601654053,910.9749755859375,,256,0.16128204762935638,0.16170506179332733,0.0051496196538209915,1,7.8933119773864746,932.7198486328125,,,0.49980771541595459,932.7198486328125,901.0101318359375,,,,0.50019228458404541,682.40753173828125,,255.98416137695312,0.16714808344841003,0.16644248366355896,0.0010014981962740421,1,7.7631607055664062
f,actor_free_td_lewm_v0_f,V0-F Same-Future / Different-Goal Advantage,8,102368,921.37689208984375,,,0.4995274543762207,541.4246826171875,541.4246826171875,,,,,0.5004725456237793,914.069091796875,,256,0.16569603979587555,0.16601784527301788,0.005103828851133585,1,7.8961062431335449,933.7352294921875,,,0.49980771541595459,933.7352294921875,898.14886474609375,,,,0.50019228458404541,683.9852294921875,,255.98416137695312,0.16716958582401276,0.16874368488788605,0.0010014981962740421,1,7.7637042999267578
f,actor_free_td_lewm_v0_f,V0-F Same-Future / Different-Goal Advantage,9,115164,918.641357421875,,,0.50030529499053955,543.5804443359375,543.5804443359375,,,,,0.49969473481178284,914.98748779296875,,256,0.16722306609153748,0.1673768162727356,0.0050494903698563576,1,7.9143080711364746,933.00177001953125,,,0.49980771541595459,933.00177001953125,905.98370361328125,,,,0.50019228458404541,684.473388671875,,255.98416137695312,0.16897723078727722,0.16977992653846741,0.0010014981962740421,1,7.769005298614502
f,actor_free_td_lewm_v0_f,V0-F Same-Future / Different-Goal Advantage,10,127960,919.53350830078125,,,0.49998870491981506,542.9967041015625,542.9967041015625,,,,,0.50001126527786255,917.0909423828125,,256,0.16716727614402771,0.16748626530170441,0.0050223213620483875,1,7.9072995185852051,932.20623779296875,,,0.49980771541595459,932.20623779296875,902.978759765625,,,,0.50019228458404541,684.6055908203125,,255.98416137695312,0.1693248450756073,0.17032240331172943,0.0010014981962740421,1,7.7502255439758301
g1,actor_free_td_lewm_v0_g1,V0-G1 Neighbor Action Advantage,1,12796,521.69891357421875,,,0.49977013468742371,438.11834716796875,438.11834716796875,10.213105201721191,1,,,0.50022989511489868,,,256,0.11806273460388184,0.11841732263565063,0.0050531537272036076,1,,769.35430908203125,,,0.49980771541595459,769.35430908203125,769.35430908203125,0,,,0.50019228458404541,,,255.98416137695312,0.1557319313287735,0.17755979299545288,0.0010014981962740421,,
g1,actor_free_td_lewm_v0_g1,V0-G1 Neighbor Action Advantage,2,25592,901.47357177734375,,,0.49967214465141296,678.07196044921875,678.07196044921875,24.167821884155273,1,,,0.50032788515090942,,,256,0.17023032903671265,0.17015880346298218,0.005130997858941555,1,,947.53076171875,,,0.49980771541595459,947.53076171875,947.53076171875,0,,,0.50019228458404541,,,255.98416137695312,0.17169685661792755,0.16332259774208069,0.0010014981962740421,,
g1,actor_free_td_lewm_v0_g1,V0-G1 Neighbor Action Advantage,3,38388,992.66473388671875,,,0.49988675117492676,723.5654296875,723.5654296875,37.371826171875,1,,,0.50011324882507324,,,256,0.15851880609989166,0.15874093770980835,0.0050992495380342007,1,,994.64947509765625,,,0.49980771541595459,994.64947509765625,994.64947509765625,0,,,0.50019228458404541,,,255.98416137695312,0.18396943807601929,0.18165253102779388,0.0010014981962740421,,
g1,actor_free_td_lewm_v0_g1,V0-G1 Neighbor Action Advantage,4,51184,990.58807373046875,,,0.49983087182044983,718.513916015625,718.513916015625,52.715785980224609,1,,,0.50016909837722778,,,256,0.17956109344959259,0.17889995872974396,0.0051245870999991894,1,,983.75701904296875,,,0.49980771541595459,983.75701904296875,983.75701904296875,0,,,0.50019228458404541,,,255.98416137695312,0.19963231682777405,0.18661712110042572,0.0010014981962740421,,
g1,actor_free_td_lewm_v0_g1,V0-G1 Neighbor Action Advantage,5,63980,956.8154296875,,,0.50021523237228394,682.02081298828125,682.02081298828125,60.000926971435547,1,,,0.49978479743003845,,,256,0.17206832766532898,0.17228266596794128,0.0051004709675908089,1,,966.45098876953125,,,0.49980771541595459,966.45098876953125,966.45098876953125,0,,,0.50019228458404541,,,255.98416137695312,0.1696334034204483,0.17191359400749207,0.0010014981962740421,,
g1,actor_free_td_lewm_v0_g1,V0-G1 Neighbor Action Advantage,6,76776,949.44122314453125,,,0.50005710124969482,668.4837646484375,668.4837646484375,64.394989013671875,1,,,0.49994292855262756,,,256,0.17515131831169128,0.17462289333343506,0.0050775753334164619,1,,968.28424072265625,,,0.49980771541595459,968.28424072265625,968.28424072265625,0,,,0.50019228458404541,,,255.98416137695312,0.17343619465827942,0.17967663705348969,0.0010014981962740421,,
g1,actor_free_td_lewm_v0_g1,V0-G1 Neighbor Action Advantage,7,89572,940.03643798828125,,,0.49928626418113708,652.56829833984375,652.56829833984375,66.676681518554688,1,,,0.50071370601654053,,,256,0.17908339202404022,0.17864012718200684,0.0051496196538209915,1,,959.65301513671875,,,0.49980771541595459,959.65301513671875,959.65301513671875,0,,,0.50019228458404541,,,255.98416137695312,0.18307383358478546,0.17898687720298767,0.0010014981962740421,,
g1,actor_free_td_lewm_v0_g1,V0-G1 Neighbor Action Advantage,8,102368,936.68292236328125,,,0.4995274543762207,646.6019287109375,646.6019287109375,68.753044128417969,1,,,0.5004725456237793,,,256,0.18664364516735077,0.18573431670665741,0.005103828851133585,1,,954.53399658203125,,,0.49980771541595459,954.53399658203125,954.53399658203125,0,,,0.50019228458404541,,,255.98416137695312,0.18242195248603821,0.1834806501865387,0.0010014981962740421,,
g1,actor_free_td_lewm_v0_g1,V0-G1 Neighbor Action Advantage,9,115164,935.01953125,,,0.50030529499053955,645.31707763671875,645.31707763671875,69.258842468261719,1,,,0.49969473481178284,,,256,0.17501519620418549,0.17462480068206787,0.0050494903698563576,1,,955.3026123046875,,,0.49980771541595459,955.3026123046875,955.3026123046875,0,,,0.50019228458404541,,,255.98416137695312,0.17556805908679962,0.17602522671222687,0.0010014981962740421,,
g1,actor_free_td_lewm_v0_g1,V0-G1 Neighbor Action Advantage,10,127960,934.322998046875,,,0.49998870491981506,644.3299560546875,644.3299560546875,69.929840087890625,1,,,0.50001126527786255,,,256,0.17750076949596405,0.17703916132450104,0.0050223213620483875,1,,955.4735107421875,,,0.49980771541595459,955.4735107421875,955.4735107421875,0,,,0.50019228458404541,,,255.98416137695312,0.18191643059253693,0.18195781111717224,0.0010014981962740421,,
g2,actor_free_td_lewm_v0_g2,V0-G2 Prefix-Mean Advantage,1,12796,570.3306884765625,,,0.49977013468742371,388.135986328125,388.135986328125,,,,-9.7404470443725586,0.50022989511489868,,,256,0.09821271151304245,0.1000114232301712,0.0050531537272036076,1,7.2373166084289551,902.032958984375,,,0.49980771541595459,902.032958984375,558.73992919921875,,,-18.836664199829102,0.50019228458404541,,,255.98416137695312,0.18736572563648224,0.16063493490219116,0.0010014981962740421,1,7.84222412109375
g2,actor_free_td_lewm_v0_g2,V0-G2 Prefix-Mean Advantage,2,25592,1022.5905151367188,,,0.49967214465141296,639.58282470703125,639.58282470703125,,,,-18.738935470581055,0.50032788515090942,,,256,0.1612185537815094,0.16155906021595001,0.005130997858941555,1,7.8768315315246582,1004.4830322265625,,,0.49980771541595459,1004.4830322265625,631.607666015625,,,-12.257755279541016,0.50019228458404541,,,255.98416137695312,0.16209638118743896,0.16335713863372803,0.0010014981962740421,1,7.8711252212524414
g2,actor_free_td_lewm_v0_g2,V0-G2 Prefix-Mean Advantage,3,38388,891.5699462890625,,,0.49988675117492676,555.96673583984375,555.96673583984375,,,,-15.021870613098145,0.50011324882507324,,,256,0.16575156152248383,0.16586214303970337,0.0050992495380342007,1,7.8869814872741699,880.842529296875,,,0.49980771541595459,880.842529296875,550.72723388671875,,,-11.09722900390625,0.50019228458404541,,,255.98416137695312,0.17433872818946838,0.1695704311132431,0.0010014981962740421,1,7.8561835289001465
g2,actor_free_td_lewm_v0_g2,V0-G2 Prefix-Mean Advantage,4,51184,852.2965087890625,,,0.49983087182044983,533.1202392578125,533.1202392578125,,,,-14.484655380249023,0.50016909837722778,,,256,0.17225977778434753,0.1722947359085083,0.0051245870999991894,1,7.8797264099121094,879.25872802734375,,,0.49980771541595459,879.25872802734375,553.50042724609375,,,-9.9059600830078125,0.50019228458404541,,,255.98416137695312,0.17206250131130219,0.17370280623435974,0.0010014981962740421,1,7.8678908348083496
g2,actor_free_td_lewm_v0_g2,V0-G2 Prefix-Mean Advantage,5,63980,855.06219482421875,,,0.50021523237228394,536.22314453125,536.22314453125,,,,-13.016551971435547,0.49978479743003845,,,256,0.1734326034784317,0.17321255803108215,0.0051004709675908089,1,7.8977422714233398,886.5693359375,,,0.49980771541595459,886.5693359375,563.6142578125,,,-7.2968811988830566,0.50019228458404541,,,255.98416137695312,0.18336252868175507,0.1777348667383194,0.0010014981962740421,1,7.8683500289916992
g2,actor_free_td_lewm_v0_g2,V0-G2 Prefix-Mean Advantage,6,76776,862.52978515625,,,0.50005710124969482,544.30206298828125,544.30206298828125,,,,-11.30767822265625,0.49994292855262756,,,256,0.17169283330440521,0.17137898504734039,0.0050775753334164619,1,7.8892655372619629,893.159423828125,,,0.49980771541595459,893.159423828125,569.2667236328125,,,-5.9791507720947266,0.50019228458404541,,,255.98416137695312,0.16671164333820343,0.17293889820575714,0.0010014981962740421,1,7.8642435073852539
g2,actor_free_td_lewm_v0_g2,V0-G2 Prefix-Mean Advantage,7,89572,866.950927734375,,,0.49928626418113708,549.843994140625,549.843994140625,,,,-10.524386405944824,0.50071370601654053,,,256,0.17456015944480896,0.17421761155128479,0.0051496196538209915,1,7.8804631233215332,888.28826904296875,,,0.49980771541595459,888.28826904296875,568.76593017578125,,,-5.2846384048461914,0.50019228458404541,,,255.98416137695312,0.16922773420810699,0.17009539902210236,0.0010014981962740421,1,7.8744716644287109
g2,actor_free_td_lewm_v0_g2,V0-G2 Prefix-Mean Advantage,8,102368,869.24200439453125,,,0.4995274543762207,552.12908935546875,552.12908935546875,,,,-9.4960403442382812,0.5004725456237793,,,256,0.17148372530937195,0.17123666405677795,0.005103828851133585,1,7.8879342079162598,892.85345458984375,,,0.49980771541595459,892.85345458984375,572.6561279296875,,,-4.2739977836608887,0.50019228458404541,,,255.98416137695312,0.17654739320278168,0.17607179284095764,0.0010014981962740421,1,7.8779277801513672
g2,actor_free_td_lewm_v0_g2,V0-G2 Prefix-Mean Advantage,9,115164,868.8370361328125,,,0.50030529499053955,551.9908447265625,551.9908447265625,,,,-9.2675437927246094,0.49969473481178284,,,256,0.17837883532047272,0.17756372690200806,0.0050494903698563576,1,7.9054355621337891,894.26458740234375,,,0.49980771541595459,894.26458740234375,573.86651611328125,,,-4.3779950141906738,0.50019228458404541,,,255.98416137695312,0.18608526885509491,0.18350787460803986,0.0010014981962740421,1,7.8803949356079102
g2,actor_free_td_lewm_v0_g2,V0-G2 Prefix-Mean Advantage,10,127960,870.3731689453125,,,0.49998870491981506,554.62030029296875,554.62030029296875,,,,-9.0760555267333984,0.50001126527786255,,,256,0.17354743182659149,0.17344836890697479,0.0050223213620483875,1,7.8945012092590332,894.1395263671875,,,0.49980771541595459,894.1395263671875,573.57257080078125,,,-4.3187355995178223,0.50019228458404541,,,255.98416137695312,0.17154097557067871,0.17186881601810455,0.0010014981962740421,1,7.868927001953125
g3,actor_free_td_lewm_v0_g3,V0-G3 Prefix-Marginal Advantage,1,12796,608.07257080078125,,,0.49977013468742371,443.25555419921875,443.25555419921875,,,-4.0881805419921875,,0.50022989511489868,,,256,0.098696082830429077,0.10059431195259094,0.0050531537272036076,1,6.8232331275939941,908.3966064453125,,,0.49980771541595459,908.3966064453125,566.6199951171875,,-8.0970039367675781,,0.50019228458404541,,,255.98416137695312,0.15359355509281158,0.15130311250686646,0.0010014981962740421,1,7.5811190605163574
g3,actor_free_td_lewm_v0_g3,V0-G3 Prefix-Marginal Advantage,2,25592,1014.4802856445312,,,0.49967214465141296,651.7987060546875,651.7987060546875,,,-9.1949367523193359,,0.50032788515090942,,,256,0.14109568297863007,0.14258137345314026,0.005130997858941555,1,7.7457189559936523,919.61199951171875,,,0.49980771541595459,919.61199951171875,590.1513671875,,-5.6094803810119629,,0.50019228458404541,,,255.98416137695312,0.13973520696163177,0.15203675627708435,0.0010014981962740421,1,7.755251407623291
g3,actor_free_td_lewm_v0_g3,V0-G3 Prefix-Marginal Advantage,3,38388,858.48138427734375,,,0.49988675117492676,534.9332275390625,534.9332275390625,,,-6.5026164054870605,,0.50011324882507324,,,256,0.15396122634410858,0.15467889606952667,0.0050992495380342007,1,7.8027000427246094,881.3277587890625,,,0.49980771541595459,881.3277587890625,551.4283447265625,,-3.2120547294616699,,0.50019228458404541,,,255.98416137695312,0.15649989247322083,0.1566280722618103,0.0010014981962740421,1,7.7282805442810059
g3,actor_free_td_lewm_v0_g3,V0-G3 Prefix-Marginal Advantage,4,51184,851.13897705078125,,,0.49983087182044983,528.7296142578125,528.7296142578125,,,-4.3037896156311035,,0.50016909837722778,,,256,0.16068072617053986,0.16110992431640625,0.0051245870999991894,1,7.7877645492553711,872.99786376953125,,,0.49980771541595459,872.99786376953125,546.9705810546875,,-1.3452198505401611,,0.50019228458404541,,,255.98416137695312,0.16337518393993378,0.16485632956027985,0.0010014981962740421,1,7.7159852981567383
