epoch,step,train/delta_primitive_mean_epoch,train/delta_primitive_mean_step,train/exact_target_fraction_epoch,train/exact_target_fraction_step,train/finite_fraction_epoch,train/finite_fraction_step,train/goal_identity_max_epoch,train/goal_identity_max_step,train/goal_identity_mean_epoch,train/goal_identity_mean_step,train/loss_epoch,train/loss_step,train/n_eff_primitive_mean_epoch,train/n_eff_primitive_mean_step,train/td_prediction_mean_epoch,train/td_prediction_mean_step,train/td_residual_mae_epoch,train/td_residual_mae_step,train/td_residual_mean_epoch,train/td_residual_mean_step,train/td_target_mean_epoch,train/td_target_mean_step,validation/delta_primitive_mean,validation/exact_target_fraction,validation/finite_fraction,validation/global_step,validation/goal_identity_max,validation/goal_identity_mean,validation/logical_epoch,validation/loss,validation/mc_mae,validation/mc_mse,validation/monotonic_ranking_accuracy,validation/n_eff_primitive_mean,validation/samples,validation/spearman,validation/td_prediction_mean,validation/td_residual_mae,validation/td_residual_mean,validation/td_target_mean
1,1449,,32.59765625,,0.7734375,,1.0,,0.0,,0.0,,0.36386579275131226,,43.408203125,,14.017611503601074,,12.053421020507812,,-11.975265502929688,,25.992876052856445,,,,,,,,,,,,,,,,,,
1,1499,,31.962890625,,0.794921875,,1.0,,0.0,,0.0,,0.3611888289451599,,43.9697265625,,14.275997161865234,,11.817575454711914,,-11.72800064086914,,26.003997802734375,,,,,,,,,,,,,,,,,,
1,1549,,32.5341796875,,0.775390625,,1.0,,0.0,,0.0,,0.369998574256897,,43.8232421875,,14.34076976776123,,11.680741310119629,,-11.557323455810547,,25.898094177246094,,,,,,,,,,,,,,,,,,
1,1599,,32.67578125,,0.783203125,,1.0,,0.0,,0.0,,0.37080007791519165,,44.1650390625,,14.43381404876709,,12.034101486206055,,-11.93825912475586,,26.372074127197266,,,,,,,,,,,,,,,,,,
1,1649,,32.509765625,,0.7763671875,,1.0,,0.0,,0.0,,0.3740622103214264,,43.5009765625,,14.155988693237305,,11.949783325195312,,-11.835006713867188,,25.990995407104492,,,,,,,,,,,,,,,,,,
1,1699,,32.9443359375,,0.7685546875,,1.0,,0.0,,0.0,,0.36043357849121094,,43.6328125,,14.374509811401367,,11.873605728149414,,-11.801599502563477,,26.176109313964844,,,,,,,,,,,,,,,,,,
1,1749,,31.1962890625,,0.80078125,,1.0,,0.0,,0.0,,0.35347914695739746,,43.65234375,,14.203036308288574,,11.258502006530762,,-11.143842697143555,,25.346878051757812,,,,,,,,,,,,,,,,,,
1,1799,,31.6162109375,,0.791015625,,1.0,,0.0,,0.0,,0.3704802095890045,,43.5400390625,,14.042954444885254,,11.671133041381836,,-11.547782897949219,,25.590736389160156,,,,,,,,,,,,,,,,,,
1,1849,,32.2216796875,,0.7763671875,,1.0,,0.0,,0.0,,0.376543253660202,,43.408203125,,14.255692481994629,,11.623129844665527,,-11.491342544555664,,25.74703598022461,,,,,,,,,,,,,,,,,,
1,1899,,31.494140625,,0.796875,,1.0,,0.0,,0.0,,0.37080615758895874,,43.7060546875,,14.005437850952148,,11.665243148803711,,-11.533100128173828,,25.538536071777344,,,,,,,,,,,,,,,,,,
1,1949,,33.173828125,,0.779296875,,1.0,,0.0,,0.0,,0.37653183937072754,,43.935546875,,14.628134727478027,,12.146337509155273,,-12.045487403869629,,26.673622131347656,,,,,,,,,,,,,,,,,,
1,1999,,32.177734375,,0.77734375,,1.0,,0.0,,0.0,,0.3540143668651581,,43.0810546875,,14.51902961730957,,11.400991439819336,,-11.294589042663574,,25.813617706298828,,,,,,,,,,,,,,,,,,
1,1999,,,,,,,,,,,,,,,,,,,,,,,25.320011138916016,0.89610356092453,1.0,2000.0,0.0,0.0,2.0,0.3145700991153717,12.414182662963867,372.45062255859375,0.9285714030265808,38.52761459350586,998504.0,0.6416515707969666,13.057841300964355,9.606563568115234,-9.452383041381836,22.510215759277344
1,1999,32.36983871459961,,0.7798925638198853,,1.0,,0.0,,0.0,,0.3689758777618408,,43.59688186645508,,14.161192893981934,,11.893331527709961,,-11.791802406311035,,25.952985763549805,,,,,,,,,,,,,,,,,,,
2,2049,,32.87109375,,0.775390625,,1.0,,0.0,,0.0,,0.37589430809020996,,44.0771484375,,14.51809310913086,,12.02262020111084,,-11.906373977661133,,26.424467086791992,,,,,,,,,,,,,,,,,,
2,2099,,31.8896484375,,0.78515625,,1.0,,0.0,,0.0,,0.35641196370124817,,44.21875,,14.181234359741211,,11.556711196899414,,-11.459856986999512,,25.64109230041504,,,,,,,,,,,,,,,,,,
2,2149,,32.4853515625,,0.78515625,,1.0,,0.0,,0.0,,0.35521405935287476,,43.5986328125,,14.774763107299805,,11.620397567749023,,-11.539449691772461,,26.3142147064209,,,,,,,,,,,,,,,,,,
2,2199,,33.056640625,,0.765625,,1.0,,0.0,,0.0,,0.38695061206817627,,43.955078125,,14.809122085571289,,11.671181678771973,,-11.497900009155273,,26.307022094726562,,,,,,,,,,,,,,,,,,
2,2249,,33.28125,,0.763671875,,1.0,,0.0,,0.0,,0.3925047516822815,,43.251953125,,14.284592628479004,,12.33810043334961,,-12.203136444091797,,26.487730026245117,,,,,,,,,,,,,,,,,,
2,2299,,31.9775390625,,0.779296875,,1.0,,0.0,,0.0,,0.3722357153892517,,43.369140625,,13.765558242797852,,11.85934066772461,,-11.746602058410645,,25.51215934753418,,,,,,,,,,,,,,,,,,
2,2349,,34.0283203125,,0.7626953125,,1.0,,0.0,,0.0,,0.3722466826438904,,43.8232421875,,14.86937141418457,,12.290019035339355,,-12.220087051391602,,27.089458465576172,,,,,,,,,,,,,,,,,,
2,2399,,32.7587890625,,0.7724609375,,1.0,,0.0,,0.0,,0.38293471932411194,,44.0283203125,,14.268877029418945,,11.901082992553711,,-11.767844200134277,,26.036720275878906,,,,,,,,,,,,,,,,,,
2,2449,,31.3623046875,,0.78515625,,1.0,,0.0,,0.0,,0.33793333172798157,,43.3837890625,,13.884008407592773,,11.135421752929688,,-11.058669090270996,,24.942676544189453,,,,,,,,,,,,,,,,,,
2,2499,,32.4072265625,,0.7626953125,,1.0,,0.0,,0.0,,0.3595121204853058,,43.671875,,14.6051607131958,,11.252617835998535,,-11.112825393676758,,25.717987060546875,,,,,,,,,,,,,,,,,,
2,2549,,33.3349609375,,0.7763671875,,1.0,,0.0,,0.0,,0.36919912695884705,,44.052734375,,14.618000984191895,,12.191183090209961,,-12.116942405700684,,26.734943389892578,,,,,,,,,,,,,,,,,,
2,2599,,32.5732421875,,0.783203125,,1.0,,0.0,,0.0,,0.3596450090408325,,43.3544921875,,14.601640701293945,,11.713211059570312,,-11.625064849853516,,26.226703643798828,,,,,,,,,,,,,,,,,,
2,2649,,32.1142578125,,0.7802734375,,1.0,,0.0,,0.0,,0.3530999720096588,,43.5009765625,,14.118878364562988,,11.790459632873535,,-11.726200103759766,,25.84507942199707,,,,,,,,,,,,,,,,,,
2,2699,,32.7783203125,,0.7763671875,,1.0,,0.0,,0.0,,0.35262638330459595,,44.1162109375,,14.490229606628418,,11.828720092773438,,-11.775123596191406,,26.265352249145508,,,,,,,,,,,,,,,,,,
2,2749,,32.822265625,,0.7802734375,,1.0,,0.0,,0.0,,0.37576544284820557,,43.7841796875,,14.340278625488281,,12.217350006103516,,-12.123104095458984,,26.463382720947266,,,,,,,,,,,,,,,,,,
2,2799,,32.001953125,,0.79296875,,1.0,,0.0,,0.0,,0.34989818930625916,,43.5986328125,,14.319242477416992,,11.685766220092773,,-11.613800048828125,,25.933042526245117,,,,,,,,,,,,,,,,,,
2,2849,,32.12890625,,0.7802734375,,1.0,,0.0,,0.0,,0.3592436611652374,,43.61328125,,14.057037353515625,,11.770387649536133,,-11.69121265411377,,25.74825096130371,,,,,,,,,,,,,,,,,,
2,2899,,31.982421875,,0.7763671875,,1.0,,0.0,,0.0,,0.3692576587200165,,43.41796875,,13.787444114685059,,11.878097534179688,,-11.776375770568848,,25.563819885253906,,,,,,,,,,,,,,,,,,
2,2949,,33.427734375,,0.7734375,,1.0,,0.0,,0.0,,0.3748147189617157,,44.0869140625,,14.581268310546875,,12.379387855529785,,-12.304981231689453,,26.886249542236328,,,,,,,,,,,,,,,,,,
2,2999,,33.14453125,,0.7724609375,,1.0,,0.0,,0.0,,0.38008251786231995,,44.150390625,,14.350728034973145,,12.226224899291992,,-12.119906425476074,,26.47063446044922,,,,,,,,,,,,,,,,,,
2,2999,,,,,,,,,,,,,,,,,,,,,,,25.320011138916016,0.89610356092453,1.0,3000.0,0.0,0.0,3.0,0.3104616105556488,12.361222267150879,371.2265625,0.7142857313156128,38.52761459350586,998504.0,0.6413072943687439,13.103781700134277,9.555331230163574,-9.408014297485352,22.511798858642578
2,2999,32.41523742675781,,0.7796972393989563,,1.0,,0.0,,0.0,,0.36418020725250244,,43.62123489379883,,14.327471733093262,,11.773725509643555,,-11.675101280212402,,26.002561569213867,,,,,,,,,,,,,,,,,,,
3,3049,,32.20703125,,0.7783203125,,1.0,,0.0,,0.0,,0.3658066391944885,,43.9697265625,,14.397449493408203,,11.538508415222168,,-11.41130256652832,,25.808752059936523,,,,,,,,,,,,,,,,,,
3,3099,,33.5302734375,,0.765625,,1.0,,0.0,,0.0,,0.37037235498428345,,44.08203125,,14.761553764343262,,11.951837539672852,,-11.848079681396484,,26.60963249206543,,,,,,,,,,,,,,,,,,
3,3149,,32.431640625,,0.76171875,,1.0,,0.0,,0.0,,0.3500048518180847,,43.8232421875,,14.264009475708008,,11.358622550964355,,-11.261491775512695,,25.525503158569336,,,,,,,,,,,,,,,,,,
3,3199,,32.0361328125,,0.78515625,,1.0,,0.0,,0.0,,0.3644222617149353,,43.1298828125,,14.263355255126953,,11.528739929199219,,-11.411407470703125,,25.674762725830078,,,,,,,,,,,,,,,,,,
3,3249,,32.001953125,,0.7890625,,1.0,,0.0,,0.0,,0.3564562201499939,,43.5009765625,,14.294683456420898,,11.680595397949219,,-11.593650817871094,,25.888334274291992,,,,,,,,,,,,,,,,,,
3,3299,,32.421875,,0.77734375,,1.0,,0.0,,0.0,,0.3688778579235077,,43.7548828125,,14.335748672485352,,11.793601036071777,,-11.685190200805664,,26.020938873291016,,,,,,,,,,,,,,,,,,
3,3349,,32.5244140625,,0.775390625,,1.0,,0.0,,0.0,,0.36108624935150146,,43.310546875,,14.402458190917969,,11.775090217590332,,-11.688100814819336,,26.090557098388672,,,,,,,,,,,,,,,,,,
3,3399,,33.0859375,,0.7744140625,,1.0,,0.0,,0.0,,0.36259666085243225,,44.072265625,,14.432374000549316,,12.126750946044922,,-12.065746307373047,,26.49812126159668,,,,,,,,,,,,,,,,,,
3,3449,,32.08984375,,0.7861328125,,1.0,,0.0,,0.0,,0.34782958030700684,,43.73046875,,14.872932434082031,,11.08023452758789,,-10.968873023986816,,25.84180450439453,,,,,,,,,,,,,,,,,,
3,3499,,31.9775390625,,0.7890625,,1.0,,0.0,,0.0,,0.3572402596473694,,43.4033203125,,14.087411880493164,,11.683595657348633,,-11.595091819763184,,25.682504653930664,,,,,,,,,,,,,,,,,,
3,3549,,33.2080078125,,0.7685546875,,1.0,,0.0,,0.0,,0.3703702688217163,,43.6767578125,,14.344919204711914,,12.250273704528809,,-12.174459457397461,,26.519378662109375,,,,,,,,,,,,,,,,,,
3,3599,,33.203125,,0.7646484375,,1.0,,0.0,,0.0,,0.3736577033996582,,43.6474609375,,14.399419784545898,,12.06119155883789,,-11.954238891601562,,26.35365867614746,,,,,,,,,,,,,,,,,,
3,3649,,32.2119140625,,0.7783203125,,1.0,,0.0,,0.0,,0.3560478985309601,,43.7109375,,14.484997749328613,,11.479856491088867,,-11.37423324584961,,25.85923194885254,,,,,,,,,,,,,,,,,,
3,3699,,32.841796875,,0.7744140625,,1.0,,0.0,,0.0,,0.3659151494503021,,43.6376953125,,14.022799491882324,,12.169822692871094,,-12.10390853881836,,26.126708984375,,,,,,,,,,,,,,,,,,
3,3749,,32.783203125,,0.7841796875,,1.0,,0.0,,0.0,,0.35647016763687134,,43.8427734375,,14.79272174835205,,11.786067962646484,,-11.708057403564453,,26.500778198242188,,,,,,,,,,,,,,,,,,
3,3799,,31.6796875,,0.7958984375,,1.0,,0.0,,0.0,,0.35689812898635864,,43.291015625,,14.2425537109375,,11.508374214172363,,-11.405790328979492,,25.648344039916992,,,,,,,,,,,,,,,,,,
3,3849,,33.291015625,,0.7666015625,,1.0,,0.0,,0.0,,0.3781229257583618,,43.603515625,,14.891801834106445,,11.801618576049805,,-11.671879768371582,,26.563682556152344,,,,,,,,,,,,,,,,,,
3,3899,,33.2275390625,,0.7578125,,1.0,,0.0,,0.0,,0.3745744824409485,,43.759765625,,13.950302124023438,,12.176041603088379,,-12.085079193115234,,26.035381317138672,,,,,,,,,,,,,,,,,,
3,3949,,32.3388671875,,0.7919921875,,1.0,,0.0,,0.0,,0.3714843988418579,,43.5595703125,,13.938985824584961,,12.271254539489746,,-12.196640968322754,,26.13562774658203,,,,,,,,,,,,,,,,,,
3,3999,,31.0546875,,0.8076171875,,1.0,,0.0,,0.0,,0.35743969678878784,,42.509765625,,13.566020011901855,,11.915936470031738,,-11.851617813110352,,25.41763687133789,,,,,,,,,,,,,,,,,,
3,3999,,,,,,,,,,,,,,,,,,,,,,,25.320011138916016,0.89610356092453,1.0,4000.0,0.0,0.0,4.0,0.3042420446872711,12.59732723236084,378.1718444824219,0.9285714030265808,38.52761459350586,998504.0,0.6418284773826599,12.822611808776855,9.792159080505371,-9.69072437286377,22.51334571838379
3,3999,32.40074920654297,,0.7798535227775574,,1.0,,0.0,,0.0,,0.36112019419670105,,43.619834899902344,,14.386900901794434,,11.701972961425781,,-11.605278015136719,,25.992156982421875,,,,,,,,,,,,,,,,,,,
4,4049,,31.62109375,,0.796875,,1.0,,0.0,,0.0,,0.36087164282798767,,42.9541015625,,14.155878067016602,,11.510187149047852,,-11.398956298828125,,25.554834365844727,,,,,,,,,,,,,,,,,,
4,4099,,31.279296875,,0.791015625,,1.0,,0.0,,0.0,,0.3575277328491211,,43.3544921875,,13.925416946411133,,11.366348266601562,,-11.249256134033203,,25.174673080444336,,,,,,,,,,,,,,,,,,
4,4149,,33.017578125,,0.759765625,,1.0,,0.0,,0.0,,0.35545745491981506,,43.388671875,,14.159942626953125,,11.810432434082031,,-11.741455078125,,25.901397705078125,,,,,,,,,,,,,,,,,,
4,4199,,31.3232421875,,0.796875,,1.0,,0.0,,0.0,,0.3454471230506897,,43.291015625,,14.207929611206055,,11.230165481567383,,-11.140874862670898,,25.348804473876953,,,,,,,,,,,,,,,,,,
4,4249,,31.3916015625,,0.7998046875,,1.0,,0.0,,0.0,,0.3411312699317932,,43.9208984375,,14.385266304016113,,11.265226364135742,,-11.184813499450684,,25.570079803466797,,,,,,,,,,,,,,,,,,
4,4299,,31.6943359375,,0.794921875,,1.0,,0.0,,0.0,,0.3527088761329651,,42.9833984375,,14.239315032958984,,11.52131175994873,,-11.435770988464355,,25.67508316040039,,,,,,,,,,,,,,,,,,
4,4349,,31.044921875,,0.8095703125,,1.0,,0.0,,0.0,,0.3496335744857788,,43.5302734375,,14.208072662353516,,11.342172622680664,,-11.249994277954102,,25.458066940307617,,,,,,,,,,,,,,,,,,
4,4399,,32.1044921875,,0.7861328125,,1.0,,0.0,,0.0,,0.36824333667755127,,43.2470703125,,14.094758987426758,,11.925756454467773,,-11.827374458312988,,25.922134399414062,,,,,,,,,,,,,,,,,,
4,4449,,32.412109375,,0.775390625,,1.0,,0.0,,0.0,,0.36455851793289185,,43.7109375,,14.358898162841797,,11.667295455932617,,-11.557039260864258,,25.915935516357422,,,,,,,,,,,,,,,,,,
4,4499,,32.5244140625,,0.779296875,,1.0,,0.0,,0.0,,0.35744911432266235,,44.3212890625,,14.841708183288574,,11.453807830810547,,-11.34780502319336,,26.18951416015625,,,,,,,,,,,,,,,,,,
4,4549,,31.982421875,,0.783203125,,1.0,,0.0,,0.0,,0.3446255624294281,,43.662109375,,14.336053848266602,,11.38290023803711,,-11.301997184753418,,25.638050079345703,,,,,,,,,,,,,,,,,,
4,4599,,32.2509765625,,0.787109375,,1.0,,0.0,,0.0,,0.3613458275794983,,43.828125,,14.531363487243652,,11.608973503112793,,-11.502903938293457,,26.03426742553711,,,,,,,,,,,,,,,,,,
4,4649,,31.93359375,,0.7880859375,,1.0,,0.0,,0.0,,0.3644827902317047,,43.22265625,,14.066014289855957,,11.731834411621094,,-11.62641716003418,,25.692432403564453,,,,,,,,,,,,,,,,,,
4,4699,,31.6162109375,,0.79296875,,1.0,,0.0,,0.0,,0.34727743268013,,43.3740234375,,14.561925888061523,,11.252471923828125,,-11.154335021972656,,25.716259002685547,,,,,,,,,,,,,,,,,,
4,4749,,32.5732421875,,0.7666015625,,1.0,,0.0,,0.0,,0.35392051935195923,,43.5107421875,,14.165626525878906,,11.659387588500977,,-11.57250690460205,,25.73813247680664,,,,,,,,,,,,,,,,,,
4,4799,,31.923828125,,0.7861328125,,1.0,,0.0,,0.0,,0.3555619418621063,,43.173828125,,14.432981491088867,,11.407564163208008,,-11.304265022277832,,25.737245559692383,,,,,,,,,,,,,,,,,,
4,4849,,32.939453125,,0.7587890625,,1.0,,0.0,,0.0,,0.35428059101104736,,43.45703125,,14.44461441040039,,11.572704315185547,,-11.481956481933594,,25.926570892333984,,,,,,,,,,,,,,,,,,
4,4899,,32.841796875,,0.7861328125,,1.0,,0.0,,0.0,,0.36815395951271057,,44.248046875,,14.779914855957031,,11.99648666381836,,-11.902165412902832,,26.682079315185547,,,,,,,,,,,,,,,,,,
4,4949,,33.0322265625,,0.779296875,,1.0,,0.0,,0.0,,0.37033510208129883,,43.28125,,14.608619689941406,,12.203435897827148,,-12.125120162963867,,26.73373794555664,,,,,,,,,,,,,,,,,,
4,4999,,32.783203125,,0.7783203125,,1.0,,0.0,,0.0,,0.37309110164642334,,43.8818359375,,14.415386199951172,,12.033499717712402,,-11.929178237915039,,26.34456443786621,,,,,,,,,,,,,,,,,,
4,4999,,,,,,,,,,,,,,,,,,,,,,,25.320011138916016,0.89610356092453,1.0,5000.0,0.0,0.0,5.0,0.30402836203575134,12.229381561279297,367.3655700683594,0.9285714030265808,38.52761459350586,998504.0,0.6424546241760254,13.230179786682129,9.426628112792969,-9.285418510437012,22.515602111816406
4,4999,32.35592269897461,,0.780444324016571,,1.0,,0.0,,0.0,,0.3574132025241852,,43.587032318115234,,14.471287727355957,,11.596752166748047,,-11.501388549804688,,25.97266387939453,,,,,,,,,,,,,,,,,,,
5,5049,,32.1728515625,,0.7802734375,,1.0,,0.0,,0.0,,0.371659517288208,,43.7109375,,14.237441062927246,,11.731358528137207,,-11.606017112731934,,25.84345817565918,,,,,,,,,,,,,,,,,,
5,5099,,33.4130859375,,0.759765625,,1.0,,0.0,,0.0,,0.36781662702560425,,43.9306640625,,14.56717300415039,,12.034170150756836,,-11.943422317504883,,26.510595321655273,,,,,,,,,,,,,,,,,,
5,5149,,31.7919921875,,0.7861328125,,1.0,,0.0,,0.0,,0.3527846336364746,,42.94921875,,14.00541877746582,,11.607623100280762,,-11.523653984069824,,25.52907371520996,,,,,,,,,,,,,,,,,,
5,5199,,32.099609375,,0.7890625,,1.0,,0.0,,0.0,,0.36814025044441223,,43.76953125,,14.225013732910156,,11.754369735717773,,-11.645931243896484,,25.870946884155273,,,,,,,,,,,,,,,,,,
5,5249,,32.578125,,0.779296875,,1.0,,0.0,,0.0,,0.3572215437889099,,44.345703125,,14.806269645690918,,11.408370971679688,,-11.29751968383789,,26.103788375854492,,,,,,,,,,,,,,,,,,
5,5299,,31.9580078125,,0.7802734375,,1.0,,0.0,,0.0,,0.339478075504303,,43.6572265625,,15.029426574707031,,10.715025901794434,,-10.599066734313965,,25.628494262695312,,,,,,,,,,,,,,,,,,
5,5349,,32.4560546875,,0.7802734375,,1.0,,0.0,,0.0,,0.35273683071136475,,43.9794921875,,14.688772201538086,,11.495399475097656,,-11.402936935424805,,26.09170913696289,,,,,,,,,,,,,,,,,,
5,5399,,31.3720703125,,0.802734375,,1.0,,0.0,,0.0,,0.3547918498516083,,43.7109375,,13.959293365478516,,11.77053451538086,,-11.704030990600586,,25.66332244873047,,,,,,,,,,,,,,,,,,
5,5449,,31.7822265625,,0.7822265625,,1.0,,0.0,,0.0,,0.3297821283340454,,43.1591796875,,14.590757369995117,,11.025161743164062,,-10.96694564819336,,25.557701110839844,,,,,,,,,,,,,,,,,,
